data,pais,variavel,valor
1961-01-01,France,"PIB (%, cresc. anual)",4.9801118491384
1961-01-01,Germany,"Câmbio (USD, média)",4.03333333636667
1961-01-01,Germany,"Inflação (%, anual)",2.29369500700881
1961-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1961-01-01,Ghana,"PIB (%, cresc. anual)",3.42967401462874
1961-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1961-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",3.16256439585737
1961-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",10.3909183549936
1961-01-01,Japan,"Câmbio (USD, média)",360.000000359
1961-01-01,Japan,"Desemprego (%, total)",1.4
1961-01-01,Japan,"Inflação (%, anual)",5.36846178480055
1961-01-01,Japan,"Juros (%, depósito)",6.36703076923077
1961-01-01,Japan,"PIB (%, cresc. anual)",12.0435364080116
1961-01-01,"Korea, Rep.","Câmbio (USD, média)",124.791666666667
1961-01-01,"Korea, Rep.","Inflação (%, anual)",8.19565288254092
1961-01-01,"Korea, Rep.","PIB (%, cresc. anual)",6.93599265224405
1961-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1961-01-01,Mexico,"Inflação (%, anual)",1.6087596908193
1961-01-01,Mexico,"PIB (%, cresc. anual)",5.00000000071921
1961-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1961-01-01,Morocco,"Inflação (%, anual)",1.76312460493452
1961-01-01,Netherlands,"Câmbio (USD, média)",3.65000000265
1961-01-01,Netherlands,"Inflação (%, anual)",1.30763936682733
1961-01-01,Netherlands,"PIB (%, cresc. anual)",0.295546672716611
1961-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1961-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1961-01-01,Portugal,"Inflação (%, anual)",1.54899696989872
1961-01-01,Portugal,"PIB (%, cresc. anual)",5.53490347567502
1961-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1961-01-01,Senegal,"Câmbio (USD, média)",245.26010162116
1961-01-01,Senegal,"PIB (%, cresc. anual)",2.99344825626973
1961-01-01,Spain,"Câmbio (USD, média)",60.000000059
1961-01-01,Spain,"Inflação (%, anual)",0.809252873882217
1961-01-01,Spain,"PIB (%, cresc. anual)",11.8386741948332
1961-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1961-01-01,Switzerland,"Inflação (%, anual)",1.84539787448659
1961-01-01,Tunisia,"Câmbio (USD, média)",0.41999999942
1961-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1961-01-01,United Kingdom,"Inflação (%, anual)",3.4474962304662
1961-01-01,United Kingdom,"Juros (%, depósito)",4.04166666666667
1961-01-01,United Kingdom,"PIB (%, cresc. anual)",2.67711894345372
1961-01-01,United States,"Câmbio (USD, média)",1.0
1961-01-01,United States,"Desemprego (%, total)",6.7
1961-01-01,United States,"Inflação (%, anual)",1.07072414764723
1961-01-01,United States,"PIB (%, cresc. anual)",2.29999999999968
1961-01-01,Uruguay,"Câmbio (USD, média)",1.10091666666667e-05
1961-01-01,Uruguay,"Inflação (%, anual)",22.7472639867959
1961-01-01,Uruguay,"PIB (%, cresc. anual)",2.49303791805684
1962-01-01,Argentina,"PIB (%, cresc. anual)",-0.852021521903339
1962-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1962-01-01,Australia,"Inflação (%, anual)",-0.319488817891384
1962-01-01,Australia,"PIB (%, cresc. anual)",1.29461125042288
1962-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1962-01-01,Belgium,"Inflação (%, anual)",1.40460703543509
1962-01-01,Belgium,"PIB (%, cresc. anual)",5.21200350925528
1962-01-01,Brazil,"Câmbio (USD, média)",1.67764155487091e-13
1962-01-01,Brazil,"PIB (%, cresc. anual)",6.59999999999992
1962-01-01,Cameroon,"Câmbio (USD, média)",245.013850686544
1962-01-01,Cameroon,"PIB (%, cresc. anual)",3.04155905079301
1962-01-01,Canada,"Câmbio (USD, média)",1.06876922408333
1962-01-01,Canada,"Inflação (%, anual)",1.06157112526541
1962-01-01,Canada,"PIB (%, cresc. anual)",7.42538477443719
1962-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1962-01-01,Costa Rica,"Inflação (%, anual)",2.67785968742788
1962-01-01,Costa Rica,"PIB (%, cresc. anual)",5.44239137528237
1962-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1962-01-01,Denmark,"Inflação (%, anual)",7.37781954818462
1962-01-01,Denmark,"PIB (%, cresc. anual)",5.66682217271807
1962-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1962-01-01,Ecuador,"Inflação (%, anual)",2.8708853146098
1962-01-01,Ecuador,"PIB (%, cresc. anual)",4.91914694165037
1962-01-01,Euro area,"Inflação (%, anual)",2.75266718866916
1962-01-01,France,"Câmbio (USD, média)",4.93706000393706
1962-01-01,France,"Inflação (%, anual)",5.33128007065638
1962-01-01,France,"PIB (%, cresc. anual)",6.84346998523586
1962-01-01,Germany,"Câmbio (USD, média)",4.000000003
1962-01-01,Germany,"Inflação (%, anual)",2.84327019799063
1962-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1962-01-01,Ghana,"PIB (%, cresc. anual)",4.10915860625774
1962-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1962-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",0.721320571656317
1962-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",7.90926792965348
1962-01-01,Japan,"Câmbio (USD, média)",360.000000359
1962-01-01,Japan,"Desemprego (%, total)",1.3
1962-01-01,Japan,"Inflação (%, anual)",6.83544034819732
1962-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1962-01-01,Japan,"PIB (%, cresc. anual)",8.90897299558067
1962-01-01,"Korea, Rep.","Câmbio (USD, média)",130.0
1962-01-01,"Korea, Rep.","Inflação (%, anual)",6.61831097492388
1962-01-01,"Korea, Rep.","PIB (%, cresc. anual)",3.89527253075299
1962-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1962-01-01,Mexico,"Inflação (%, anual)",1.19898417815083
1962-01-01,Mexico,"PIB (%, cresc. anual)",4.66441467251269
1962-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1962-01-01,Morocco,"Inflação (%, anual)",5.09672908138148
1962-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1962-01-01,Netherlands,"Inflação (%, anual)",2.43112264417808
1962-01-01,Netherlands,"PIB (%, cresc. anual)",6.84350732102872
1962-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1962-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1962-01-01,Portugal,"Inflação (%, anual)",2.6620641793477
1962-01-01,Portugal,"PIB (%, cresc. anual)",6.61444776877377
1962-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1962-01-01,Senegal,"Câmbio (USD, média)",245.013850686544
1962-01-01,Senegal,"PIB (%, cresc. anual)",-0.136235360562637
1962-01-01,Spain,"Câmbio (USD, média)",60.000000059
1962-01-01,Spain,"Inflação (%, anual)",5.70647719271312
1962-01-01,Spain,"PIB (%, cresc. anual)",9.95343810301794
1962-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1962-01-01,Switzerland,"Inflação (%, anual)",4.31599287754383
1962-01-01,Tunisia,"Câmbio (USD, média)",0.41999999942
1962-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1962-01-01,United Kingdom,"Inflação (%, anual)",4.19649888238551
1962-01-01,United Kingdom,"Juros (%, depósito)",2.79166666666667
1962-01-01,United Kingdom,"PIB (%, cresc. anual)",1.1029096492187
1962-01-01,United States,"Câmbio (USD, média)",1.0
1962-01-01,United States,"Desemprego (%, total)",5.5
1962-01-01,United States,"Inflação (%, anual)",1.19877334820185
1962-01-01,United States,"PIB (%, cresc. anual)",6.10000000000012
1962-01-01,Uruguay,"Câmbio (USD, média)",1.098e-05
1962-01-01,Uruguay,"Inflação (%, anual)",10.9074243811898
1962-01-01,Uruguay,"PIB (%, cresc. anual)",-1.57454885002421
1963-01-01,Argentina,"Câmbio (USD, média)",1.3871666666625e-11
1963-01-01,Argentina,"PIB (%, cresc. anual)",-5.30819682539126
1963-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1963-01-01,Australia,"Inflação (%, anual)",0.641025641025639
1963-01-01,Australia,"PIB (%, cresc. anual)",6.21610734095628
1963-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1963-01-01,Belgium,"Inflação (%, anual)",2.14800341332203
1963-01-01,Belgium,"PIB (%, cresc. anual)",4.35158428167051
1963-01-01,Brazil,"Câmbio (USD, média)",2.488693976762e-13
1963-01-01,Brazil,"PIB (%, cresc. anual)",0.600000000000065
1963-01-01,Cameroon,"Câmbio (USD, média)",245.016350696075
1963-01-01,Cameroon,"PIB (%, cresc. anual)",3.74255032074073
1963-01-01,Canada,"Câmbio (USD, média)",1.07851434416667
1963-01-01,Canada,"Inflação (%, anual)",1.6281512605042
1963-01-01,Canada,"PIB (%, cresc. anual)",5.34954645713648
1963-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1963-01-01,Costa Rica,"Inflação (%, anual)",2.93161847051353
1963-01-01,Costa Rica,"PIB (%, cresc. anual)",6.89892344200918
1963-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1963-01-01,Denmark,"Inflação (%, anual)",6.1050328230293
1963-01-01,Denmark,"PIB (%, cresc. anual)",0.637021234202351
1963-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1963-01-01,Ecuador,"Inflação (%, anual)",5.93950905922401
1963-01-01,Ecuador,"PIB (%, cresc. anual)",2.10636824681136
1963-01-01,Euro area,"Inflação (%, anual)",2.92164111900192
1963-01-01,France,"Câmbio (USD, média)",4.93706000393706
1963-01-01,France,"Inflação (%, anual)",4.99915289796852
1963-01-01,France,"PIB (%, cresc. anual)",6.23367995209179
1963-01-01,Germany,"Câmbio (USD, média)",4.000000003
1963-01-01,Germany,"Inflação (%, anual)",2.96695977587712
1963-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1963-01-01,Ghana,"PIB (%, cresc. anual)",4.40597419943647
1963-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1963-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",0.371849607221687
1963-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",7.04207522912898
1963-01-01,Japan,"Câmbio (USD, média)",360.000000359
1963-01-01,Japan,"Desemprego (%, total)",1.3
1963-01-01,Japan,"Inflação (%, anual)",6.70690556397991
1963-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1963-01-01,Japan,"PIB (%, cresc. anual)",8.47364238279391
1963-01-01,"Korea, Rep.","Câmbio (USD, média)",130.0
1963-01-01,"Korea, Rep.","Inflação (%, anual)",20.6916473186477
1963-01-01,"Korea, Rep.","PIB (%, cresc. anual)",9.02056828279763
1963-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1963-01-01,Mexico,"Inflação (%, anual)",0.594055008461957
1963-01-01,Mexico,"PIB (%, cresc. anual)",8.10688692762893
1963-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1963-01-01,Morocco,"Inflação (%, anual)",5.69971168745221
1963-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1963-01-01,Netherlands,"Inflação (%, anual)",3.24364737396402
1963-01-01,Netherlands,"PIB (%, cresc. anual)",3.62462153047358
1963-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1963-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1963-01-01,Portugal,"Inflação (%, anual)",2.02158272759787
1963-01-01,Portugal,"PIB (%, cresc. anual)",5.87370211616296
1963-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1963-01-01,Senegal,"Câmbio (USD, média)",245.016350696075
1963-01-01,Senegal,"PIB (%, cresc. anual)",1.86447856929158
1963-01-01,Spain,"Câmbio (USD, média)",60.000000059
1963-01-01,Spain,"Inflação (%, anual)",8.74369768409144
1963-01-01,Spain,"PIB (%, cresc. anual)",9.59649887419761
1963-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1963-01-01,Switzerland,"Inflação (%, anual)",3.44021288042956
1963-01-01,Tunisia,"Câmbio (USD, média)",0.41999999942
1963-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1963-01-01,United Kingdom,"Inflação (%, anual)",2.01854355976227
1963-01-01,United Kingdom,"Juros (%, depósito)",2.0
1963-01-01,United Kingdom,"PIB (%, cresc. anual)",4.8743839976478
1963-01-01,United States,"Câmbio (USD, média)",1.0
1963-01-01,United States,"Desemprego (%, total)",5.7
1963-01-01,United States,"Inflação (%, anual)",1.2396694214876
1963-01-01,United States,"PIB (%, cresc. anual)",4.39999999999992
1963-01-01,Uruguay,"Câmbio (USD, média)",1.46475e-05
1963-01-01,Uruguay,"Inflação (%, anual)",21.2546957175585
1963-01-01,Uruguay,"PIB (%, cresc. anual)",0.170458855734793
1964-01-01,Argentina,"Câmbio (USD, média)",1.40391666666167e-11
1964-01-01,Argentina,"PIB (%, cresc. anual)",10.1302976615431
1964-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1964-01-01,Australia,"Inflação (%, anual)",2.86624203821656
1964-01-01,Australia,"PIB (%, cresc. anual)",6.98006113590908
1964-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1964-01-01,Belgium,"Inflação (%, anual)",4.16876058564369
1964-01-01,Belgium,"PIB (%, cresc. anual)",6.95668473344102
1964-01-01,Brazil,"Câmbio (USD, média)",5.42023917053559e-13
1964-01-01,Brazil,"PIB (%, cresc. anual)",3.39999999999985
1964-01-01,Cameroon,"Câmbio (USD, média)",245.027184079042
1964-01-01,Cameroon,"PIB (%, cresc. anual)",3.54715969490351
1964-01-01,Canada,"Câmbio (USD, média)",1.07859841916667
1964-01-01,Canada,"Inflação (%, anual)",1.91214470284239
1964-01-01,Canada,"PIB (%, cresc. anual)",6.64289441498821
1964-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1964-01-01,Costa Rica,"Inflação (%, anual)",3.32403316018129
1964-01-01,Costa Rica,"PIB (%, cresc. anual)",3.65904831414015
1964-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1964-01-01,Denmark,"Inflação (%, anual)",3.09278350515452
1964-01-01,Denmark,"PIB (%, cresc. anual)",9.26993821451794
1964-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1964-01-01,Ecuador,"Inflação (%, anual)",4.03420453764313
1964-01-01,Ecuador,"PIB (%, cresc. anual)",7.40724536151613
1964-01-01,Euro area,"Inflação (%, anual)",3.65673101579695
1964-01-01,France,"Câmbio (USD, média)",4.93706000393706
1964-01-01,France,"Inflação (%, anual)",3.211191702931
1964-01-01,France,"PIB (%, cresc. anual)",6.65209950760072
1964-01-01,Germany,"Câmbio (USD, média)",4.000000003
1964-01-01,Germany,"Inflação (%, anual)",2.33573581177832
1964-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1964-01-01,Ghana,"PIB (%, cresc. anual)",2.20932750184639
1964-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1964-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",3.81448957223042
1964-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",8.4752282487852
1964-01-01,Japan,"Câmbio (USD, média)",360.000000359
1964-01-01,Japan,"Desemprego (%, total)",1.1
1964-01-01,Japan,"Inflação (%, anual)",3.8003894530575
1964-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1964-01-01,Japan,"PIB (%, cresc. anual)",11.6767081963977
1964-01-01,"Korea, Rep.","Câmbio (USD, média)",213.846666666667
1964-01-01,"Korea, Rep.","Inflação (%, anual)",29.4628314500798
1964-01-01,"Korea, Rep.","PIB (%, cresc. anual)",9.47382471805444
1964-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1964-01-01,Mexico,"Inflação (%, anual)",2.33790317234361
1964-01-01,Mexico,"PIB (%, cresc. anual)",11.905480765777
1964-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1964-01-01,Morocco,"Inflação (%, anual)",4.0215414742121
1964-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1964-01-01,Netherlands,"Inflação (%, anual)",5.82376825817436
1964-01-01,Netherlands,"PIB (%, cresc. anual)",8.27490393060459
1964-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1964-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1964-01-01,Portugal,"Inflação (%, anual)",3.44489848222766
1964-01-01,Portugal,"PIB (%, cresc. anual)",6.31074738257507
1964-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1964-01-01,Saudi Arabia,"Inflação (%, anual)",2.79999999899984
1964-01-01,Senegal,"Câmbio (USD, média)",245.027184079042
1964-01-01,Senegal,"PIB (%, cresc. anual)",3.88392710164631
1964-01-01,Spain,"Câmbio (USD, média)",60.000000059
1964-01-01,Spain,"Inflação (%, anual)",6.97924673989614
1964-01-01,Spain,"PIB (%, cresc. anual)",5.30851024557151
1964-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1964-01-01,Switzerland,"Inflação (%, anual)",3.08055687101811
1964-01-01,Tunisia,"Câmbio (USD, média)",0.44624999941125
1964-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1964-01-01,United Kingdom,"Inflação (%, anual)",3.28158694697213
1964-01-01,United Kingdom,"Juros (%, depósito)",3.25
1964-01-01,United Kingdom,"PIB (%, cresc. anual)",5.53365938602349
1964-01-01,United States,"Câmbio (USD, média)",1.0
1964-01-01,United States,"Desemprego (%, total)",5.2
1964-01-01,United States,"Inflação (%, anual)",1.27891156462583
1964-01-01,United States,"PIB (%, cresc. anual)",5.8000000000003
1964-01-01,Uruguay,"Câmbio (USD, média)",1.64116666666667e-05
1964-01-01,Uruguay,"Inflação (%, anual)",42.3694157015187
1964-01-01,Uruguay,"PIB (%, cresc. anual)",2.44052077893583
1965-01-01,Argentina,"Câmbio (USD, média)",1.69566666666417e-11
1965-01-01,Argentina,"PIB (%, cresc. anual)",10.5694333376394
1965-01-01,Australia,"Câmbio (USD, média)",0.892856999892857
1965-01-01,Australia,"Inflação (%, anual)",3.40557275541798
1965-01-01,Australia,"PIB (%, cresc. anual)",5.98043790489233
1965-01-01,Belgium,"Câmbio (USD, média)",50.000000049
1965-01-01,Belgium,"Inflação (%, anual)",4.06520137474648
1965-01-01,Belgium,"PIB (%, cresc. anual)",3.56065983986036
1965-01-01,Brazil,"Câmbio (USD, média)",8.21654885346591e-13
1965-01-01,Brazil,"PIB (%, cresc. anual)",2.40000000000001
1965-01-01,Cameroon,"Câmbio (USD, média)",245.060934207708
1965-01-01,Cameroon,"PIB (%, cresc. anual)",2.0260537150391
1965-01-01,Canada,"Câmbio (USD, média)",1.07798428416667
1965-01-01,Canada,"Inflação (%, anual)",2.33265720081134
1965-01-01,Canada,"PIB (%, cresc. anual)",6.31671417557232
1965-01-01,Costa Rica,"Câmbio (USD, média)",6.625000005625
1965-01-01,Costa Rica,"Inflação (%, anual)",-0.665000000583377
1965-01-01,Costa Rica,"PIB (%, cresc. anual)",8.1905275942481
1965-01-01,Denmark,"Câmbio (USD, média)",6.90714000590714
1965-01-01,Denmark,"Inflação (%, anual)",5.44999999925048
1965-01-01,Denmark,"PIB (%, cresc. anual)",4.55525481407106
1965-01-01,Ecuador,"Câmbio (USD, média)",18.000000018
1965-01-01,Ecuador,"Inflação (%, anual)",3.0690706617574
1965-01-01,Ecuador,"PIB (%, cresc. anual)",3.27508248832193
1965-01-01,Euro area,"Inflação (%, anual)",3.66648280262595
1965-01-01,France,"Câmbio (USD, média)",4.93706000393706
1965-01-01,France,"Inflação (%, anual)",2.7031045587308
1965-01-01,France,"PIB (%, cresc. anual)",4.86150769580638
1965-01-01,Germany,"Câmbio (USD, média)",4.000000003
1965-01-01,Germany,"Inflação (%, anual)",3.24231923668134
1965-01-01,Ghana,"Câmbio (USD, média)",7.13915966742473e-05
1965-01-01,Ghana,"Inflação (%, anual)",26.4447848490173
1965-01-01,Ghana,"PIB (%, cresc. anual)",1.36899886970954
1965-01-01,"Iran, Islamic Rep.","Câmbio (USD, média)",75.75000007575
1965-01-01,"Iran, Islamic Rep.","Inflação (%, anual)",2.15437483520965
1965-01-01,"Iran, Islamic Rep.","PIB (%, cresc. anual)",17.0357115203008
1965-01-01,Japan,"Câmbio (USD, média)",360.000000359
1965-01-01,Japan,"Desemprego (%, total)",1.2
1965-01-01,Japan,"Inflação (%, anual)",6.65599094260619
1965-01-01,Japan,"Juros (%, depósito)",6.24984615384615
1965-01-01,Japan,"PIB (%, cresc. anual)",5.81970787298265
1965-01-01,"Korea, Rep.","Câmbio (USD, média)",266.27
1965-01-01,"Korea, Rep.","Inflação (%, anual)",13.5481947104654
1965-01-01,"Korea, Rep.","PIB (%, cresc. anual)",7.31843358022128
1965-01-01,Mexico,"Câmbio (USD, média)",0.0125000000125
1965-01-01,Mexico,"Inflação (%, anual)",3.56803865742935
1965-01-01,Mexico,"PIB (%, cresc. anual)",7.09999999746474
1965-01-01,Morocco,"Câmbio (USD, média)",5.06049000406049
1965-01-01,Morocco,"Inflação (%, anual)",3.48282122001694
1965-01-01,Netherlands,"Câmbio (USD, média)",3.62000000262
1965-01-01,Netherlands,"Inflação (%, anual)",3.90803782779624
1965-01-01,Netherlands,"PIB (%, cresc. anual)",8.6430949357501
1965-01-01,Poland,"Câmbio (USD, média)",0.0003999999999
1965-01-01,Portugal,"Câmbio (USD, média)",28.75000002875
1965-01-01,Portugal,"Inflação (%, anual)",3.42492777745565
1965-01-01,Portugal,"PIB (%, cresc. anual)",7.46898852994373
1965-01-01,Saudi Arabia,"Câmbio (USD, média)",4.5000000035
1965-01-01,Saudi Arabia,"Inflação (%, anual)",0.389105059342279
1965-01-01,Senegal,"Câmbio (USD, média)",245.060934207708
1965-01-01,Senegal,"PIB (%, cresc. anual)",1.33218949146287
1965-01-01,Spain,"Câmbio (USD, média)",60.000000059
1965-01-01,Spain,"Inflação (%, anual)",13.2141378382198
1965-01-01,Spain,"PIB (%, cresc. anual)",6.253134898985
1965-01-01,Switzerland,"Câmbio (USD, média)",4.37295000337295
1965-01-01,Switzerland,"Inflação (%, anual)",3.41447860846184
1965-01-01,Tunisia,"Câmbio (USD, média)",0.524999999525
1965-01-01,United Kingdom,"Câmbio (USD, média)",0.357142999357143
1965-01-01,United Kingdom,"Inflação (%, anual)",4.77377455386915
